decade,topic_label,target_label,shannon_entropy,normalized_entropy,topic_proportion,year
1750,4,wind,7.077257470094519,0.8886387609614077,0.0003477051460361613,1750
1760,3,wind,7.177719128215827,0.8886464906349071,0.00031055900621118014,1760
1770,3,wind,7.2916468412888715,0.890877405132346,0.00027886224205242617,1770
1780,5,air,7.256235958772955,0.878674305786788,0.0002591344908007256,1780
1780,3,wind,7.377963839214855,0.8934146148740176,0.0002591344908007256,1780
1790,5,air,7.261184573627594,0.8738227327627637,0.0002461235540241201,1790
1790,3,wind,7.44301793267643,0.8957048542128326,0.0002461235540241201,1790
1800,5,air,7.292271189608252,0.8662902912931716,0.00022089684117517118,1800
